query,query_id,seed,candidate_rank,qmof_id,semantic_score,available_descriptors,availability_mask
lightweight gas storage MOFs with low density,q3_lightweight_storage,46,1,qmof-e566fbb,0.728571,semantic;band_gap;density;stability,1|1|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,46,2,qmof-235f291,0.728571,semantic;band_gap;density;stability,1|1|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,46,3,qmof-13a76dd,0.728571,semantic;band_gap;density;stability,1|1|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,46,4,qmof-c0f392b,0.728571,semantic;band_gap;density;stability,1|1|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,46,5,qmof-cef46c3,0.728571,semantic;band_gap;density;stability,1|1|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,46,6,qmof-a1a5849,0.728571,semantic;band_gap;density;stability,1|1|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,46,7,qmof-ac6a77a,0.728571,semantic;band_gap;density;stability,1|1|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,46,8,qmof-9bd849f,0.728571,semantic;density;stability,1|0|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,46,9,qmof-38eac89,0.728571,semantic;density;stability,1|0|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,46,10,qmof-0f515e2,0.728571,semantic;density;stability,1|0|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,46,11,qmof-ef78caf,0.728571,semantic;density;stability,1|0|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,46,12,qmof-8648a69,0.728571,semantic;density;stability,1|0|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,46,13,qmof-8529597,0.728571,semantic;density;stability,1|0|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,46,14,qmof-f2e78b9,0.728571,semantic;density;stability,1|0|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,46,15,qmof-71d1286,0.728571,semantic;density;stability,1|0|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,46,16,qmof-0a464a7,0.728571,semantic;density;stability,1|0|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,46,17,qmof-dc75d9b,0.728571,semantic;density;stability,1|0|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,46,18,qmof-3adbe2b,0.728571,semantic;density;stability,1|0|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,46,19,qmof-e6f618b,0.728571,semantic;density;stability,1|0|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,46,20,qmof-dc3dc86,0.728571,semantic;density;stability,1|0|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,46,21,qmof-305bca1,0.728571,semantic;density;stability,1|0|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,46,22,qmof-409e539,0.728571,semantic;density;stability,1|0|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,46,23,qmof-9b11723,0.728571,semantic;density;stability,1|0|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,46,24,qmof-5512d33,0.728571,semantic;density;stability,1|0|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,46,25,qmof-dfceca3,0.728571,semantic;density;stability,1|0|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,46,26,qmof-916c1c5,0.728571,semantic;density;stability,1|0|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,46,27,qmof-90f37ad,0.728571,semantic;density;stability,1|0|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,46,28,qmof-596e2b4,0.728571,semantic;density;stability,1|0|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,46,29,qmof-95dc3e3,0.728571,semantic;density;stability,1|0|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,46,30,qmof-914ea4d,0.728571,semantic;density;stability,1|0|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,46,31,qmof-7ccc745,0.728571,semantic;density;stability,1|0|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,46,32,qmof-18f2276,0.728571,semantic;density;stability,1|0|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,46,33,qmof-1749614,0.728571,semantic;density;stability,1|0|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,46,34,qmof-d383524,0.728571,semantic;density;stability,1|0|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,46,35,qmof-e57e5bf,0.728571,semantic;density;stability,1|0|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,46,36,qmof-fb15c25,0.728571,semantic;density;stability,1|0|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,46,37,qmof-b0b952a,0.728571,semantic;density;stability,1|0|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,46,38,qmof-db7535d,0.728571,semantic;density;stability,1|0|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,46,39,qmof-dc9f9b0,0.728571,semantic;density;stability,1|0|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,46,40,qmof-2e34efd,0.728571,semantic;density;stability,1|0|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,46,41,qmof-a30aa75,0.728571,semantic;density;stability,1|0|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,46,42,qmof-b2529fd,0.728571,semantic;density;stability,1|0|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,46,43,qmof-413599e,0.728571,semantic;density;stability,1|0|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,46,44,qmof-24e316a,0.728571,semantic;density;stability,1|0|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,46,45,qmof-d856602,0.728571,semantic;density;stability,1|0|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,46,46,qmof-d14fd27,0.728571,semantic;density;stability,1|0|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,46,47,qmof-78d9001,0.728571,semantic;density;stability,1|0|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,46,48,qmof-f85760f,0.728571,semantic;density;stability,1|0|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,46,49,qmof-93add93,0.728571,semantic;density;stability,1|0|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,46,50,qmof-83a025d,0.728571,semantic;density;stability,1|0|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,46,51,qmof-4949753,0.728571,semantic;density;stability,1|0|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,46,52,qmof-b8a853e,0.728571,semantic;density;stability,1|0|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,46,53,qmof-4b57e43,0.728571,semantic;density;stability,1|0|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,46,54,qmof-536d29b,0.728571,semantic;density;stability,1|0|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,46,55,qmof-365993a,0.728571,semantic;density;stability,1|0|1|1
