query,query_id,seed,candidate_rank,qmof_id,semantic_score,available_descriptors,availability_mask
lightweight gas storage MOFs with low density,q3_lightweight_storage,51,1,qmof-a1a5849,0.728571,semantic;band_gap;density;stability,1|1|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,51,2,qmof-13a76dd,0.728571,semantic;band_gap;density;stability,1|1|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,51,3,qmof-ac6a77a,0.728571,semantic;band_gap;density;stability,1|1|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,51,4,qmof-e566fbb,0.728571,semantic;band_gap;density;stability,1|1|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,51,5,qmof-cef46c3,0.728571,semantic;band_gap;density;stability,1|1|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,51,6,qmof-235f291,0.728571,semantic;band_gap;density;stability,1|1|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,51,7,qmof-c0f392b,0.728571,semantic;band_gap;density;stability,1|1|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,51,8,qmof-805d84d,0.728571,semantic;density;stability,1|0|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,51,9,qmof-ac756ee,0.728571,semantic;density;stability,1|0|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,51,10,qmof-f7ee91d,0.728571,semantic;density;stability,1|0|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,51,11,qmof-fa61018,0.728571,semantic;density;stability,1|0|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,51,12,qmof-8cadfa4,0.728571,semantic;density;stability,1|0|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,51,13,qmof-baa07bc,0.728571,semantic;density;stability,1|0|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,51,14,qmof-52799e2,0.728571,semantic;density;stability,1|0|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,51,15,qmof-0cced71,0.728571,semantic;density;stability,1|0|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,51,16,qmof-10920d5,0.728571,semantic;density;stability,1|0|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,51,17,qmof-2ff6d74,0.728571,semantic;density;stability,1|0|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,51,18,qmof-c0c19d2,0.728571,semantic;density;stability,1|0|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,51,19,qmof-78d9001,0.728571,semantic;density;stability,1|0|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,51,20,qmof-131c306,0.728571,semantic;density;stability,1|0|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,51,21,qmof-1cbbca6,0.728571,semantic;density;stability,1|0|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,51,22,qmof-1749614,0.728571,semantic;density;stability,1|0|1|1
