query,seed,method,rank,qmof_id,formula,raw_density,raw_band_gap,raw_semantic_score,raw_stability_score,raw_graph_score,normalized_density_score,normalized_band_gap_score,normalized_semantic_score,normalized_stability_score,normalized_graph_score,availability_mask,active_objective_vector,pairwise_masked_distance,final_utility
stable porous MOFs for CO2 adsorption,45,LEA,4,qmof-466d3a2,Co2C44Cl2H44N6O4,1.487445453,3.045598,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.8596077576279639
stable porous MOFs for CO2 adsorption,45,LEA,5,qmof-fd921b0,Co2C16H16N8O8,1.58214776,3.390441,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.8596077576279639
stable porous MOFs for CO2 adsorption,45,LEA no diversity,1,qmof-f0c9af4,Co2C50H38N10O12,1.607919854,2.642464,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.847107757627964
stable porous MOFs for CO2 adsorption,45,LEA no diversity,2,qmof-1f0ad0a,Co2C44H40N4O16,1.656576851,3.426973,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.847107757627964
stable porous MOFs for CO2 adsorption,45,LEA no diversity,3,qmof-edd4ef0,Co2C40H28N4O10,1.693736717,2.966936,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.847107757627964
stable porous MOFs for CO2 adsorption,45,LEA no diversity,4,qmof-466d3a2,Co2C44Cl2H44N6O4,1.487445453,3.045598,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.847107757627964
stable porous MOFs for CO2 adsorption,45,LEA no diversity,5,qmof-fd921b0,Co2C16H16N8O8,1.58214776,3.390441,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.847107757627964
stable porous MOFs for CO2 adsorption,45,LEA no self-cleaning,1,qmof-f0c9af4,Co2C50H38N10O12,1.607919854,2.642464,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.8596077576279639
stable porous MOFs for CO2 adsorption,45,LEA no self-cleaning,2,qmof-1f0ad0a,Co2C44H40N4O16,1.656576851,3.426973,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.8596077576279639
stable porous MOFs for CO2 adsorption,45,LEA no self-cleaning,3,qmof-edd4ef0,Co2C40H28N4O10,1.693736717,2.966936,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.8596077576279639
stable porous MOFs for CO2 adsorption,45,LEA no self-cleaning,4,qmof-466d3a2,Co2C44Cl2H44N6O4,1.487445453,3.045598,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.8596077576279639
stable porous MOFs for CO2 adsorption,45,LEA no self-cleaning,5,qmof-fd921b0,Co2C16H16N8O8,1.58214776,3.390441,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.8596077576279639
stable porous MOFs for CO2 adsorption,45,LEA + GAT,1,qmof-ec84fcf,Co2C20H16N28,1.767424228,2.596155,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.8048956781625748
stable porous MOFs for CO2 adsorption,45,LEA + GAT,2,qmof-0ea1d91,Co2C16H12N8O4,1.78772833,3.489909,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.8045060217380524
stable porous MOFs for CO2 adsorption,45,LEA + GAT,3,qmof-334586a,Co2C28H20N16S4,1.76521634,3.172952,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.7998268008232117
stable porous MOFs for CO2 adsorption,45,LEA + GAT,4,qmof-9a1ecbc,Co2C28Cl4H24N8S6,1.797370089,3.409833,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.7997000931296497
stable porous MOFs for CO2 adsorption,45,LEA + GAT,5,qmof-f2d872e,Co2C36H40N8O12,1.334171796,3.378082,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.7996187701821327
stable porous MOFs for CO2 adsorption,45,LEA + GraphSAGE,1,qmof-ec84fcf,Co2C20H16N28,1.767424228,2.596155,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.7676090344786644
stable porous MOFs for CO2 adsorption,45,LEA + GraphSAGE,2,qmof-275dcce,Co2Nd2C32H32N20O12,1.787505544,2.684298,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.7637722879648209
stable porous MOFs for CO2 adsorption,45,LEA + GraphSAGE,3,qmof-0ea1d91,Co2C16H12N8O4,1.78772833,3.489909,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.763170625269413
stable porous MOFs for CO2 adsorption,45,LEA + GraphSAGE,4,qmof-f2d872e,Co2C36H40N8O12,1.334171796,3.378082,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.7621648117899895
stable porous MOFs for CO2 adsorption,45,LEA + GraphSAGE,5,qmof-68234b7,Co2C30H32N2O14,1.399169923,3.266102,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.7616688579320907
stable porous MOFs for CO2 adsorption,45,MMR,1,qmof-12ba7bc,Co2C46H28N8O12S4,1.708388658,3.142553,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.7598757655234476
stable porous MOFs for CO2 adsorption,45,MMR,2,qmof-7f04d5c,Co2C28Cl4H40N4O4S2,1.659490378,3.676922,0.7166666666666667,0.7,,0.7,0.5,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|0.5|0.7|0.7,,0.6672850245975401
stable porous MOFs for CO2 adsorption,45,MMR,3,qmof-0ea1d91,Co2C16H12N8O4,1.78772833,3.489909,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.7598757655234476
stable porous MOFs for CO2 adsorption,45,MMR,4,qmof-01f1640,Co2C28H20N8O8,1.64776998,1.942124,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.7598757655234476
stable porous MOFs for CO2 adsorption,45,MMR,5,qmof-32457b4,Co2C46H32N8O10,1.566836939,2.692662,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.7598757655234476
stable porous MOFs for CO2 adsorption,45,ParetoCrowding,1,qmof-fd921b0,Co2C16H16N8O8,1.58214776,3.390441,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.7598757655234476
stable porous MOFs for CO2 adsorption,45,ParetoCrowding,2,qmof-f69d443,Co2C40H28N12O8,1.370451155,2.877886,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.7598757655234476
stable porous MOFs for CO2 adsorption,45,ParetoCrowding,3,qmof-f343390,Co2C34H22N6O8,1.790740334,3.060735,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.7598757655234476
stable porous MOFs for CO2 adsorption,45,ParetoCrowding,4,qmof-f2d872e,Co2C36H40N8O12,1.334171796,3.378082,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.7598757655234476
stable porous MOFs for CO2 adsorption,45,ParetoCrowding,5,qmof-f0c9af4,Co2C50H38N10O12,1.607919854,2.642464,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.7598757655234476
stable porous MOFs for CO2 adsorption,45,Random,1,qmof-60450dd,Co2C56H44N8O8,1.47312713,3.575322,0.7166666666666667,0.7,,0.7,0.5,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|0.5|0.7|0.7,,0.6672850245975401
stable porous MOFs for CO2 adsorption,45,Random,2,qmof-bfae863,Co2Na2C48H36N10O8,1.604622998,2.244485,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.7598757655234476
stable porous MOFs for CO2 adsorption,45,Random,3,qmof-e2b9aa4,Co2C38H26N10O8,1.656139225,3.431088,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.7598757655234476
stable porous MOFs for CO2 adsorption,45,Random,4,qmof-466d3a2,Co2C44Cl2H44N6O4,1.487445453,3.045598,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.7598757655234476
stable porous MOFs for CO2 adsorption,45,Random,5,qmof-f343390,Co2C34H22N6O8,1.790740334,3.060735,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.7598757655234476
stable porous MOFs for CO2 adsorption,45,SemanticOnly,1,qmof-fd921b0,Co2C16H16N8O8,1.58214776,3.390441,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.7598757655234476
stable porous MOFs for CO2 adsorption,45,SemanticOnly,2,qmof-f771839,Co2C38H40N8O8,1.401927433,4.295336,0.7166666666666667,0.7,,0.7,0.5,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|0.5|0.7|0.7,,0.6672850245975401
stable porous MOFs for CO2 adsorption,45,SemanticOnly,3,qmof-f69d443,Co2C40H28N12O8,1.370451155,2.877886,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.7598757655234476
stable porous MOFs for CO2 adsorption,45,SemanticOnly,4,qmof-f360972,Co2C18H28N4O12P4,1.787219535,3.915648,0.7166666666666667,0.7,,0.7,0.5,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|0.5|0.7|0.7,,0.6672850245975401
stable porous MOFs for CO2 adsorption,45,SemanticOnly,5,qmof-f343390,Co2C34H22N6O8,1.790740334,3.060735,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.7598757655234476
stable porous MOFs for CO2 adsorption,45,TOPSIS,1,qmof-fd921b0,Co2C16H16N8O8,1.58214776,3.390441,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.7598757655234476
stable porous MOFs for CO2 adsorption,45,TOPSIS,2,qmof-f69d443,Co2C40H28N12O8,1.370451155,2.877886,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.7598757655234476
stable porous MOFs for CO2 adsorption,45,TOPSIS,3,qmof-f343390,Co2C34H22N6O8,1.790740334,3.060735,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.7598757655234476
stable porous MOFs for CO2 adsorption,45,TOPSIS,4,qmof-f2d872e,Co2C36H40N8O12,1.334171796,3.378082,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.7598757655234476
stable porous MOFs for CO2 adsorption,45,TOPSIS,5,qmof-f0c9af4,Co2C50H38N10O12,1.607919854,2.642464,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.7598757655234476
stable porous MOFs for CO2 adsorption,45,WeightedSum,1,qmof-fd921b0,Co2C16H16N8O8,1.58214776,3.390441,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.7598757655234476
stable porous MOFs for CO2 adsorption,45,WeightedSum,2,qmof-f69d443,Co2C40H28N12O8,1.370451155,2.877886,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.7598757655234476
stable porous MOFs for CO2 adsorption,45,WeightedSum,3,qmof-f343390,Co2C34H22N6O8,1.790740334,3.060735,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.7598757655234476
stable porous MOFs for CO2 adsorption,45,WeightedSum,4,qmof-f2d872e,Co2C36H40N8O12,1.334171796,3.378082,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.7598757655234476
stable porous MOFs for CO2 adsorption,45,WeightedSum,5,qmof-f0c9af4,Co2C50H38N10O12,1.607919854,2.642464,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.7598757655234476
stable porous MOFs for CO2 adsorption,46,GAT only,1,qmof-fd921b0,Co2C16H16N8O8,1.58214776,3.390441,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.7598757655234476
stable porous MOFs for CO2 adsorption,46,GAT only,2,qmof-ec84fcf,Co2C20H16N28,1.767424228,2.596155,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.7598757655234476
stable porous MOFs for CO2 adsorption,46,GAT only,3,qmof-0ea1d91,Co2C16H12N8O4,1.78772833,3.489909,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.7598757655234476
stable porous MOFs for CO2 adsorption,46,GAT only,4,qmof-403e9cb,Co2C24H32N4O18,1.697328907,3.469655,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.7598757655234476
stable porous MOFs for CO2 adsorption,46,GAT only,5,qmof-71748b1,Co2C34H26N10O10S6,1.740750274,3.369053,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.7598757655234476
stable porous MOFs for CO2 adsorption,46,GraphSAGE only,1,qmof-ec84fcf,Co2C20H16N28,1.767424228,2.596155,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.7598757655234476
stable porous MOFs for CO2 adsorption,46,GraphSAGE only,2,qmof-fd921b0,Co2C16H16N8O8,1.58214776,3.390441,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.7598757655234476
stable porous MOFs for CO2 adsorption,46,GraphSAGE only,3,qmof-275dcce,Co2Nd2C32H32N20O12,1.787505544,2.684298,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.7598757655234476
stable porous MOFs for CO2 adsorption,46,GraphSAGE only,4,qmof-0ea1d91,Co2C16H12N8O4,1.78772833,3.489909,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.7598757655234476
stable porous MOFs for CO2 adsorption,46,GraphSAGE only,5,qmof-f69d443,Co2C40H28N12O8,1.370451155,2.877886,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.7598757655234476
stable porous MOFs for CO2 adsorption,46,LEA,1,qmof-1ca4ac2,Co2Cu4Br4C30H60N6S12,1.689685123,2.866054,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.8596077576279639
stable porous MOFs for CO2 adsorption,46,LEA,2,qmof-c1d4910,Ag2Co2C52H68N4O16,1.591390503,3.401985,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.8596077576279639
stable porous MOFs for CO2 adsorption,46,LEA,3,qmof-8bbce0c,Co2C48H32N12O12,1.614965635,2.64074,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.8596077576279639
stable porous MOFs for CO2 adsorption,46,LEA,4,qmof-32457b4,Co2C46H32N8O10,1.566836939,2.692662,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.8596077576279639
stable porous MOFs for CO2 adsorption,46,LEA,5,qmof-6a9204c,Co2C40Cl4H28N4O8,1.759352827,3.097808,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.8596077576279639
stable porous MOFs for CO2 adsorption,46,LEA no diversity,1,qmof-1ca4ac2,Co2Cu4Br4C30H60N6S12,1.689685123,2.866054,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.847107757627964
stable porous MOFs for CO2 adsorption,46,LEA no diversity,2,qmof-c1d4910,Ag2Co2C52H68N4O16,1.591390503,3.401985,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.847107757627964
stable porous MOFs for CO2 adsorption,46,LEA no diversity,3,qmof-8bbce0c,Co2C48H32N12O12,1.614965635,2.64074,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.847107757627964
stable porous MOFs for CO2 adsorption,46,LEA no diversity,4,qmof-32457b4,Co2C46H32N8O10,1.566836939,2.692662,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.847107757627964
stable porous MOFs for CO2 adsorption,46,LEA no diversity,5,qmof-6a9204c,Co2C40Cl4H28N4O8,1.759352827,3.097808,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.847107757627964
stable porous MOFs for CO2 adsorption,46,LEA no self-cleaning,1,qmof-1ca4ac2,Co2Cu4Br4C30H60N6S12,1.689685123,2.866054,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.8596077576279639
stable porous MOFs for CO2 adsorption,46,LEA no self-cleaning,2,qmof-c1d4910,Ag2Co2C52H68N4O16,1.591390503,3.401985,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.8596077576279639
stable porous MOFs for CO2 adsorption,46,LEA no self-cleaning,3,qmof-8bbce0c,Co2C48H32N12O12,1.614965635,2.64074,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.8596077576279639
stable porous MOFs for CO2 adsorption,46,LEA no self-cleaning,4,qmof-32457b4,Co2C46H32N8O10,1.566836939,2.692662,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.8596077576279639
stable porous MOFs for CO2 adsorption,46,LEA no self-cleaning,5,qmof-6a9204c,Co2C40Cl4H28N4O8,1.759352827,3.097808,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.8596077576279639
stable porous MOFs for CO2 adsorption,46,LEA + GAT,1,qmof-fd921b0,Co2C16H16N8O8,1.58214776,3.390441,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.8078589275479316
stable porous MOFs for CO2 adsorption,46,LEA + GAT,2,qmof-ec84fcf,Co2C20H16N28,1.767424228,2.596155,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.8048956781625748
stable porous MOFs for CO2 adsorption,46,LEA + GAT,3,qmof-9a1ecbc,Co2C28Cl4H24N8S6,1.797370089,3.409833,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.7998542840592563
stable porous MOFs for CO2 adsorption,46,LEA + GAT,4,qmof-c0d0be0,Co2C28H20N4O12,1.717539182,3.369652,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.7991235226392746
stable porous MOFs for CO2 adsorption,46,LEA + GAT,5,qmof-c631f72,Co2C42H28N8O16,1.65313731,3.280036,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.7987278491258621
stable porous MOFs for CO2 adsorption,46,LEA + GraphSAGE,1,qmof-ec84fcf,Co2C20H16N28,1.767424228,2.596155,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.7676090344786644
stable porous MOFs for CO2 adsorption,46,LEA + GraphSAGE,2,qmof-fd921b0,Co2C16H16N8O8,1.58214776,3.390441,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.76661696434021
stable porous MOFs for CO2 adsorption,46,LEA + GraphSAGE,3,qmof-275dcce,Co2Nd2C32H32N20O12,1.787505544,2.684298,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.7637722879648209
stable porous MOFs for CO2 adsorption,46,LEA + GraphSAGE,4,qmof-0ea1d91,Co2C16H12N8O4,1.78772833,3.489909,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.7637655354104936
stable porous MOFs for CO2 adsorption,46,LEA + GraphSAGE,5,qmof-330a403,Co2C58F12H32N8O8S2,1.414912408,2.471348,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.7630880574695766
stable porous MOFs for CO2 adsorption,46,MMR,1,qmof-68234b7,Co2C30H32N2O14,1.399169923,3.266102,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.7598757655234476
stable porous MOFs for CO2 adsorption,46,MMR,2,qmof-f260694,Co2C24H24N12O4,1.450608165,3.683788,0.7166666666666667,0.7,,0.7,0.5,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|0.5|0.7|0.7,,0.6672850245975401
stable porous MOFs for CO2 adsorption,46,MMR,3,qmof-a5ebf1c,Co2C28H20N6O10,1.788603861,3.242997,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.7598757655234476
stable porous MOFs for CO2 adsorption,46,MMR,4,qmof-d8703ab,Co2C24H24N8O8,1.778550968,3.365559,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.7598757655234476
stable porous MOFs for CO2 adsorption,46,MMR,5,qmof-12ba7bc,Co2C46H28N8O12S4,1.708388658,3.142553,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.7598757655234476
stable porous MOFs for CO2 adsorption,46,ParetoCrowding,1,qmof-fd921b0,Co2C16H16N8O8,1.58214776,3.390441,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.7598757655234476
stable porous MOFs for CO2 adsorption,46,ParetoCrowding,2,qmof-f69d443,Co2C40H28N12O8,1.370451155,2.877886,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.7598757655234476
stable porous MOFs for CO2 adsorption,46,ParetoCrowding,3,qmof-f343390,Co2C34H22N6O8,1.790740334,3.060735,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.7598757655234476
stable porous MOFs for CO2 adsorption,46,ParetoCrowding,4,qmof-f2d872e,Co2C36H40N8O12,1.334171796,3.378082,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.7598757655234476
stable porous MOFs for CO2 adsorption,46,ParetoCrowding,5,qmof-f0c9af4,Co2C50H38N10O12,1.607919854,2.642464,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.7598757655234476
stable porous MOFs for CO2 adsorption,46,Random,1,qmof-a2a9bf5,Co2C32H24O12,1.654834651,3.521155,0.7166666666666667,0.7,,0.7,0.5,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|0.5|0.7|0.7,,0.6672850245975401
stable porous MOFs for CO2 adsorption,46,Random,2,qmof-87a7761,Co2C40H34N6O8,1.516654404,3.823466,0.7166666666666667,0.7,,0.7,0.5,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|0.5|0.7|0.7,,0.6672850245975401
stable porous MOFs for CO2 adsorption,46,Random,3,qmof-d976696,Co2C40H30N10O12S4,1.731777887,2.509891,0.7166666666666667,0.7,,0.7,1.0,0.7166666666666667,0.7,,1|1|1|1,0.7166666666666667|1.0|0.7|0.7,,0.7598757655234476
