seed,query_id,query,variant,candidate_pool_size,runtime_ms,mean_relevance,best_relevance,balance,diversity,hypervolume_proxy,ndcg_at_k,mean_semantic_score,mean_band_gap_score,mean_density_score,mean_porosity_score,mean_stability_score,coverage,novelty
42,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,SemanticOnly,100,0.19858399999994614,0.46286487579345703,0.4651694893836975,0.0,0.06416328996419907,2.2449508918498395e-10,0.9719886587943841,0.44999998807907104,0.9813195466995239,0.5990620851516724,0.0,0.8500000238418579,1.0,0.04128754884004593
42,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,WeightedSum,100,0.22758299999992015,0.47267183661460876,0.4744685888290405,0.0,0.008607196621596813,2.5033813910724234e-10,1.0,0.44999998807907104,1.0,0.6544787883758545,0.0,0.8500000238418579,1.0,0.06010851263999939
42,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,MMR,100,4.718792000000027,0.4653640687465668,0.4744685888290405,0.0,0.12113821506500244,2.290901635060294e-10,0.9856031459014648,0.44999998807907104,0.9524765014648438,0.6311063766479492,0.0,0.8500000238418579,1.0,0.07898028194904327
42,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,RandomRepeated,100,0.1242909999999986,0.4653170108795166,0.471578449010849,0.0,0.047372620552778244,2.314609892639652e-10,0.9838104318945331,0.44999998807907104,0.9957898855209351,0.6076920032501221,0.0,0.8500000238418579,1.0,0.03524508699774742
42,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,LEA baseline,100,127.60899999999997,0.47126060724258423,0.4744685888290405,0.0,0.07932743430137634,2.447448077536052e-10,0.9963843381869881,0.44999998807907104,0.9709603190422058,0.6605581045150757,0.0,0.8500000238418579,1.0,0.07736240327358246
42,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,LEA no diversity,100,120.58441699999989,0.47267183661460876,0.4744685888290405,0.0,0.008607196621596813,2.5033813910724234e-10,1.0,0.44999998807907104,1.0,0.6544787883758545,0.0,0.8500000238418579,1.0,0.06010851263999939
42,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,LEA no balance,100,88.55533299999996,0.47126060724258423,0.4744685888290405,0.0,0.07932743430137634,2.447448077536052e-10,0.9963843381869881,0.44999998807907104,0.9709603190422058,0.6605581045150757,0.0,0.8500000238418579,1.0,0.07736240327358246
42,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,LEA no self-cleaning,100,82.33249999999992,0.4718593657016754,0.4744685888290405,0.0,0.07218120247125626,2.462669235203663e-10,0.997202777207841,0.44999998807907104,0.9708409309387207,0.6646139025688171,0.0,0.8500000238418579,1.0,0.08070845901966095
42,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,LEA pop20,100,54.559291999999985,0.4696882665157318,0.4744685888290405,0.0,0.09185760468244553,2.40476971669068e-10,0.9942097845937056,0.44999998807907104,0.9645797610282898,0.6534790992736816,0.0,0.8500000238418579,1.0,0.07372822612524033
42,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,LEA pop50,100,136.03895899999995,0.47134438157081604,0.47310811281204224,0.0,0.06944432854652405,2.449536684601128e-10,0.9966923016158675,0.44999998807907104,0.9708409309387207,0.6611804962158203,0.0,0.8500000238418579,1.0,0.07744891941547394
42,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,LEA pop100,100,272.4656669999999,0.4716164469718933,0.4744685888290405,0.0,0.07186460494995117,2.456475023393523e-10,0.9962396100097416,0.44999998807907104,0.9708409309387207,0.6629945039749146,0.0,0.8500000238418579,1.0,0.0791831761598587
42,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,LEA iter20,100,27.227249999999927,0.4713889956474304,0.4744685888290405,0.0,0.07781414687633514,2.45072295790294e-10,0.9965924465938916,0.44999998807907104,0.9709603190422058,0.661414384841919,0.0,0.8500000238418579,1.0,0.07801611721515656
42,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,LEA iter40,100,55.23870799999986,0.4713410437107086,0.4744685888290405,0.0,0.0783786028623581,2.449499492129803e-10,0.9965146931333227,0.44999998807907104,0.9709603190422058,0.6610944867134094,0.0,0.8500000238418579,1.0,0.07776610553264618
42,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,LEA iter100,100,138.45633299999994,0.47126060724258423,0.4744685888290405,0.0,0.07932743430137634,2.447448077536052e-10,0.9963843381869881,0.44999998807907104,0.9709603190422058,0.6605581045150757,0.0,0.8500000238418579,1.0,0.07736240327358246
42,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,LEA pool50,50,125.10429099999998,0.47208309173583984,0.4744685888290405,0.0,0.06977816671133041,2.4684226884730265e-10,0.9970177180403421,0.44999998807907104,0.9709603190422058,0.6660417318344116,0.0,0.8500000238418579,1.0,0.06409294903278351
42,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,LEA pool200,200,112.66570899999984,0.47208309173583984,0.4744685888290405,0.0,0.06977816671133041,2.4684226884730265e-10,0.9976072697644195,0.44999998807907104,0.9709603190422058,0.6660417318344116,0.0,0.8500000238418579,1.0,0.11458171904087067
42,q2_photocatalysis,semiconducting MOFs for photocatalysis with suitable band gap,SemanticOnly,100,0.04687500000022382,0.8529559373855591,0.8539198040962219,0.0,0.01959465816617012,5.892198950974148e-10,0.9869173962128599,1.0,1.0,0.6931999325752258,0.0,0.8500000238418579,1.0,0.011293628253042698
42,q2_photocatalysis,semiconducting MOFs for photocatalysis with suitable band gap,WeightedSum,100,0.08729199999990556,0.8607824444770813,0.8617095351219177,0.0,0.021135833114385605,6.784744432941636e-10,1.0,1.0,0.9983774423599243,0.7995497584342957,0.0,0.8500000238418579,1.0,0.10227654874324799
42,q2_photocatalysis,semiconducting MOFs for photocatalysis with suitable band gap,MMR,100,3.571875000000002,0.8575154542922974,0.8617095351219177,0.0,0.08145545423030853,6.437623767396872e-10,0.995048713820267,1.0,0.9983774423599243,0.758712112903595,0.0,0.8500000238418579,1.0,0.07632017135620117
42,q2_photocatalysis,semiconducting MOFs for photocatalysis with suitable band gap,RandomRepeated,100,0.13249999999986883,0.8541433215141296,0.8564953207969666,0.0,0.03310244157910347,6.018353593262304e-10,0.9891814390477301,1.0,1.0,0.7080416679382324,0.0,0.8500000238418579,1.0,0.025336837396025658
42,q2_photocatalysis,semiconducting MOFs for photocatalysis with suitable band gap,LEA baseline,100,130.8022499999999,0.8607824444770813,0.8617095351219177,0.0,0.021135833114385605,6.784744432941636e-10,0.9999472812073708,1.0,0.9983774423599243,0.7995497584342957,0.0,0.8500000238418579,1.0,0.10227654874324799
