query,query_id,seed,candidate_rank,qmof_id,semantic_score,relevance_score,availability_mask
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,44,1,qmof-ac6a77a,0.6433333333333333,0.8751666666666666,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,44,2,qmof-e566fbb,0.6433333333333333,0.8751666666666666,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,44,3,qmof-cef46c3,0.6433333333333333,0.8751666666666666,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,44,4,qmof-c0f392b,0.6433333333333333,0.8751666666666666,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,44,5,qmof-13a76dd,0.6433333333333333,0.8751666666666666,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,44,6,qmof-d45d958,0.6433333333333333,0.7551666666666667,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,44,7,qmof-e4ea248,0.6433333333333333,0.7551666666666667,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,44,8,qmof-a1d1c28,0.6433333333333333,0.7551666666666667,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,44,9,qmof-27f7861,0.6433333333333333,0.7551666666666667,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,44,10,qmof-dc694ac,0.6433333333333333,0.7551666666666667,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,44,11,qmof-7f3735a,0.6433333333333333,0.7551666666666667,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,44,12,qmof-52e1c67,0.6433333333333333,0.7551666666666667,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,44,13,qmof-768b4df,0.6433333333333333,0.7551666666666667,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,44,14,qmof-4d2d076,0.6433333333333333,0.7551666666666667,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,44,15,qmof-f4d0642,0.6433333333333333,0.7551666666666667,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,44,16,qmof-c69c808,0.6433333333333333,0.7551666666666667,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,44,17,qmof-72050a0,0.6433333333333333,0.7551666666666667,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,44,18,qmof-97a9a72,0.6433333333333333,0.7551666666666667,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,44,19,qmof-1c18108,0.6433333333333333,0.7551666666666667,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,44,20,qmof-c5c5ac9,0.6433333333333333,0.7551666666666667,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,44,21,qmof-a144bb5,0.6433333333333333,0.7551666666666667,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,44,22,qmof-11b275c,0.6433333333333333,0.7551666666666667,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,44,23,qmof-e5b1de8,0.6433333333333333,0.7551666666666667,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,44,24,qmof-b59eb8f,0.6433333333333333,0.7551666666666667,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,44,25,qmof-3422a7a,0.6433333333333333,0.7551666666666667,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,44,26,qmof-178416a,0.6433333333333333,0.7551666666666667,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,44,27,qmof-1497a17,0.6433333333333333,0.7551666666666667,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,44,28,qmof-a498ebd,0.6433333333333333,0.7551666666666667,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,44,29,qmof-a6ae0f1,0.6433333333333333,0.7551666666666667,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,44,30,qmof-ade80fa,0.6433333333333333,0.7551666666666667,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,44,31,qmof-8cdca87,0.6433333333333333,0.7551666666666667,1|1|1|1
