query,query_id,seed,candidate_rank,qmof_id,semantic_score,relevance_score,availability_mask
lightweight gas storage MOFs with low density,q3_lightweight_storage,43,1,qmof-a1a5849,0.7285714285714285,0.9173960253168174,1|1|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,43,2,qmof-c0f392b,0.7285714285714285,0.9173960253168174,1|1|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,43,3,qmof-e566fbb,0.7285714285714285,0.9173960253168174,1|1|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,43,4,qmof-235f291,0.7285714285714285,0.9173960253168174,1|1|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,43,5,qmof-13a76dd,0.7285714285714285,0.9173960253168174,1|1|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,43,6,qmof-ac6a77a,0.7285714285714285,0.9173960253168174,1|1|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,43,7,qmof-cef46c3,0.7285714285714285,0.9173960253168174,1|1|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,43,8,qmof-db703b3,0.7285714285714285,0.894446371519854,1|0|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,43,9,qmof-a1a468e,0.7285714285714285,0.894446371519854,1|0|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,43,10,qmof-96eb4ec,0.7285714285714285,0.894446371519854,1|0|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,43,11,qmof-1ae080e,0.7285714285714285,0.894446371519854,1|0|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,43,12,qmof-bd9ffd3,0.7285714285714285,0.894446371519854,1|0|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,43,13,qmof-c237857,0.7285714285714285,0.894446371519854,1|0|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,43,14,qmof-29be2c9,0.7285714285714285,0.894446371519854,1|0|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,43,15,qmof-2308de6,0.7285714285714285,0.894446371519854,1|0|1|1
lightweight gas storage MOFs with low density,q3_lightweight_storage,43,16,qmof-6fa1fe9,0.7285714285714285,0.894446371519854,1|0|1|1
