query_id,query,seed,method,iteration,best_fitness
q1_co2_adsorption,stable porous MOFs for CO2 adsorption,42,LEA,1,0.847107757627964
q1_co2_adsorption,stable porous MOFs for CO2 adsorption,42,LEA,2,0.7971077576279639
q1_co2_adsorption,stable porous MOFs for CO2 adsorption,42,LEA,3,0.8154829124987342
q1_co2_adsorption,stable porous MOFs for CO2 adsorption,42,LEA,4,0.8154829124987342
q1_co2_adsorption,stable porous MOFs for CO2 adsorption,42,LEA,5,0.8154829124987342
q1_co2_adsorption,stable porous MOFs for CO2 adsorption,42,LEA,6,0.8154829124987342
q1_co2_adsorption,stable porous MOFs for CO2 adsorption,42,LEA,7,0.8154829124987342
q1_co2_adsorption,stable porous MOFs for CO2 adsorption,42,LEA,8,0.8154829124987342
q1_co2_adsorption,stable porous MOFs for CO2 adsorption,42,LEA,9,0.8154829124987342
q1_co2_adsorption,stable porous MOFs for CO2 adsorption,42,LEA,10,0.8154829124987342
q1_co2_adsorption,stable porous MOFs for CO2 adsorption,42,LEA,11,0.8154829124987342
q1_co2_adsorption,stable porous MOFs for CO2 adsorption,42,LEA,12,0.8154829124987342
q1_co2_adsorption,stable porous MOFs for CO2 adsorption,42,LEA,13,0.8154829124987342
q1_co2_adsorption,stable porous MOFs for CO2 adsorption,42,LEA,14,0.8154829124987342
q1_co2_adsorption,stable porous MOFs for CO2 adsorption,42,LEA,15,0.8154829124987342
q1_co2_adsorption,stable porous MOFs for CO2 adsorption,42,LEA,16,0.8154829124987342
q1_co2_adsorption,stable porous MOFs for CO2 adsorption,42,LEA,17,0.8154829124987342
q1_co2_adsorption,stable porous MOFs for CO2 adsorption,42,LEA,18,0.8154829124987342
q1_co2_adsorption,stable porous MOFs for CO2 adsorption,42,LEA,19,0.8154829124987342
q1_co2_adsorption,stable porous MOFs for CO2 adsorption,42,LEA,20,0.8154829124987342
q1_co2_adsorption,stable porous MOFs for CO2 adsorption,42,LEA,21,0.8154829124987342
q1_co2_adsorption,stable porous MOFs for CO2 adsorption,42,LEA,22,0.8154829124987342
