query,query_id,seed,candidate_rank,qmof_id,semantic_score,available_descriptors,availability_mask
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,45,1,qmof-cef46c3,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,45,2,qmof-e566fbb,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,45,3,qmof-235f291,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,45,4,qmof-13a76dd,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,45,5,qmof-c0f392b,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,45,6,qmof-ac6a77a,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,45,7,qmof-a1a5849,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,45,8,qmof-b1cbe7a,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,45,9,qmof-3133aaf,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,45,10,qmof-4f9c014,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,45,11,qmof-a2d95c3,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,45,12,qmof-694fdb2,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,45,13,qmof-8deddd1,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,45,14,qmof-4050181,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,45,15,qmof-c82daac,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,45,16,qmof-017128d,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,45,17,qmof-12544e7,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,45,18,qmof-e3dcc4d,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,45,19,qmof-175a5d9,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,45,20,qmof-19d3c65,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,45,21,qmof-b1bdd96,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,45,22,qmof-ba1edaa,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,45,23,qmof-c8f59a6,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,45,24,qmof-0fef828,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,45,25,qmof-20020d6,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,45,26,qmof-66698de,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,45,27,qmof-de0077f,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,45,28,qmof-1c152b7,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,45,29,qmof-b9019be,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,45,30,qmof-9f9d39c,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,45,31,qmof-5fa42a7,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,45,32,qmof-ebae1e4,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,45,33,qmof-50d7874,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,45,34,qmof-c4e0f79,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,45,35,qmof-7f0f059,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,45,36,qmof-875b2e9,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,45,37,qmof-3355877,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,45,38,qmof-12ba7bc,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,45,39,qmof-310622b,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,45,40,qmof-da84265,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,45,41,qmof-ef7ab80,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,45,42,qmof-f5a8443,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,45,43,qmof-0ea1d91,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,45,44,qmof-cc5aaaf,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,45,45,qmof-fc5343a,0.65,semantic;band_gap;density;stability,1|1|1|1
