seed,query_id,query,method,candidate_pool_size,runtime_ms,rel_at_5,best_relevance,balance,diversity,hypervolume_proxy,ndcg_at_5,mean_semantic_score,mean_band_gap_score,mean_density_score,mean_porosity_score,mean_stability_score,coverage,missing_band_gap_top5
42,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,SemanticOnly,100,0.030874999999985775,0.7228394691530846,0.7598757655234476,0.8876850932836533,0.15,0.04250296078620137,0.9263328711105893,0.716667,0.8,0.7,0.0,0.7,1.0,0
42,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,WeightedSum,100,0.0496670000000865,0.7598757655234476,0.7598757655234476,0.8723204284906387,0.0,0.0,1.0,0.716667,1.0,0.7,0.0,0.7,1.0,0
42,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,TOPSIS,100,1.2213329999999356,0.7598757655234476,0.7598757655234476,0.8723204284906387,0.0,0.0,1.0,0.716667,1.0,0.7,0.0,0.7,1.0,0
42,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,ParetoCrowding,100,185.2711250000001,0.7598757655234476,0.7598757655234476,0.8723204284906387,0.0,0.0,1.0,0.716667,1.0,0.7,0.0,0.7,1.0,0
42,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,Random,100,0.04470799999989339,0.741357617338266,0.7598757655234476,0.880002760887146,0.1,0.03269387092461753,0.9742544433003731,0.716667,0.9,0.7,0.0,0.7,1.0,0
42,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,MMR,100,1660.8182089999998,0.741357617338266,0.7598757655234476,0.880002760887146,0.1,0.03269387092461753,0.967512724511889,0.716667,0.9,0.7,0.0,0.7,1.0,0
42,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,LEA,100,91.98058299999978,0.7598757655234476,0.7598757655234476,0.8723204284906387,0.0,0.0,1.0,0.716667,1.0,0.7,0.0,0.7,1.0,0
42,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,LEA no diversity,100,90.87137500000031,0.7598757655234476,0.7598757655234476,0.8723204284906387,0.0,0.0,1.0,0.716667,1.0,0.7,0.0,0.7,1.0,0
42,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,LEA no self-cleaning,100,90.93720799999971,0.7598757655234476,0.7598757655234476,0.8723204284906387,0.0,0.0,1.0,0.716667,1.0,0.7,0.0,0.7,1.0,0
42,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,GraphSAGE only,100,0.038875000000437865,0.7598757655234476,0.7598757655234476,0.8723204284906387,0.006389341072645038,0.0023790016649956115,1.0,0.716667,1.0,0.7,0.0,0.7,1.0,0
42,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,GAT only,100,0.036249999999959925,0.7598757655234476,0.7598757655234476,0.8723204284906387,0.006509908856241964,0.002423893768056119,1.0,0.716667,1.0,0.7,0.0,0.7,1.0,0
42,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,LEA + GraphSAGE,100,98.5345409999998,0.7598757655234476,0.7598757655234476,0.8723204284906387,0.003511878401332069,0.0013076097314323588,1.0,0.716667,1.0,0.7,0.0,0.7,1.0,0
42,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,LEA + GAT,100,93.84870899999997,0.7598757655234476,0.7598757655234476,0.8723204284906387,0.004598787750001066,0.0017123086073858372,1.0,0.716667,1.0,0.7,0.0,0.7,1.0,0
43,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,SemanticOnly,100,0.04450000000044696,0.7228394691530845,0.7598757655234476,0.8876850932836533,0.15,0.04250296078620137,0.92276332990112,0.716667,0.8,0.7,0.0,0.7,1.0,0
43,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,WeightedSum,100,0.050166000000295696,0.7598757655234476,0.7598757655234476,0.8723204284906387,0.0,0.0,1.0,0.716667,1.0,0.7,0.0,0.7,1.0,0
43,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,TOPSIS,100,1.1609579999998232,0.7598757655234476,0.7598757655234476,0.8723204284906387,0.0,0.0,1.0,0.716667,1.0,0.7,0.0,0.7,1.0,0
43,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,ParetoCrowding,100,182.02954200000045,0.7598757655234476,0.7598757655234476,0.8723204284906387,0.0,0.0,1.0,0.716667,1.0,0.7,0.0,0.7,1.0,0
43,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,Random,100,0.04266699999977419,0.741357617338266,0.7598757655234476,0.880002760887146,0.1,0.03269387092461753,0.967512724511889,0.716667,0.9,0.7,0.0,0.7,1.0,0
43,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,MMR,100,1663.1734999999992,0.741357617338266,0.7598757655234476,0.880002760887146,0.1,0.03269387092461753,0.967512724511889,0.716667,0.9,0.7,0.0,0.7,1.0,0
43,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,LEA,100,96.10029099999994,0.7598757655234476,0.7598757655234476,0.8723204284906387,0.0,0.0,1.0,0.716667,1.0,0.7,0.0,0.7,1.0,0
43,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,LEA no diversity,100,91.13554099999988,0.7598757655234476,0.7598757655234476,0.8723204284906387,0.0,0.0,1.0,0.716667,1.0,0.7,0.0,0.7,1.0,0
43,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,LEA no self-cleaning,100,91.78204200000017,0.7598757655234476,0.7598757655234476,0.8723204284906387,0.0,0.0,1.0,0.716667,1.0,0.7,0.0,0.7,1.0,0
43,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,GraphSAGE only,100,0.04233399999975518,0.7598757655234476,0.7598757655234476,0.8723204284906387,0.006389341072645038,0.0023790016649956115,1.0,0.716667,1.0,0.7,0.0,0.7,1.0,0
43,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,GAT only,100,0.039917000000500025,0.7598757655234476,0.7598757655234476,0.8723204284906387,0.006509908856241964,0.002423893768056119,1.0,0.716667,1.0,0.7,0.0,0.7,1.0,0
43,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,LEA + GraphSAGE,100,95.12566700000048,0.7598757655234476,0.7598757655234476,0.8723204284906387,0.0071516628260724245,0.002662843879716409,1.0,0.716667,1.0,0.7,0.0,0.7,1.0,0
43,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,LEA + GAT,100,94.7837499999995,0.7598757655234476,0.7598757655234476,0.8723204284906387,0.011403504107147456,0.0042459707424035405,1.0,0.716667,1.0,0.7,0.0,0.7,1.0,0
44,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,SemanticOnly,100,0.04500000000007276,0.7228394691530845,0.7598757655234476,0.8876850932836533,0.15,0.04250296078620137,0.92276332990112,0.716667,0.8,0.7,0.0,0.7,1.0,0
44,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,WeightedSum,100,0.047499999999978115,0.7598757655234476,0.7598757655234476,0.8723204284906387,0.0,0.0,1.0,0.716667,1.0,0.7,0.0,0.7,1.0,0
44,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,TOPSIS,100,1.1935410000001312,0.7598757655234476,0.7598757655234476,0.8723204284906387,0.0,0.0,1.0,0.716667,1.0,0.7,0.0,0.7,1.0,0
44,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,ParetoCrowding,100,182.93187499999954,0.7598757655234476,0.7598757655234476,0.8723204284906387,0.0,0.0,1.0,0.716667,1.0,0.7,0.0,0.7,1.0,0
44,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,Random,100,0.04658299999960036,0.741357617338266,0.7598757655234476,0.880002760887146,0.1,0.03269387092461753,0.9742544433003731,0.716667,0.9,0.7,0.0,0.7,1.0,0
